תאריך,יום,בעלים,ערוץ,טור,לקוח / משימה,דלי,מהלך,מוטיבים,ארכיטיפ,אזור,יום מסלול,מוצר מוביל,SKU,חומר שיווקי,פוטנציאל/שנה,קצב צפוי,מחזור 12ח׳,תה 12ח׳,מאצ'ה 12ח׳,חור מוזה,וואטסאפ,פתיחה,הסגירה,אם מסרבים,למה היום,תוצאה (זכה / לא עכשיו / לא ענה / סירב),תאריך תוצאה
2026-11-30,שני,אלכס+אבי,פגישה — אלכס + אבי,פגישה משותפת,דניאל שור (קפה פיורי),T1,מאצ'ה — עומק,E2 E5,ספיישלטי,מרכז,ראשון/שני/חמישי,מאצ'ה שיזואוקה 500g ₪590,GT-SHI-CER-500,מאצ'ה — המקרה העסקי,13520,5090,53967,12984,26650,,"היי דניאל שור (קפה פיורי), אתם על ₪26,650 מאצ'ה בשנה. בתי עסק בגודל שלכם על ₪33,810. הפער הוא בערך 3361 מנות בשנה שלא יוצאות מהדלפק. להעלות את הכמות הקבועה במשלוח? כן/לא","מאצ'ה עובדת אצלכם — ₪26,650 בשנה. הסיבה שאני מתקשר היא שבתי עסק בגודל שלכם על ₪33,810, וההפרש הזה הוא בדרך כלל לא ביקוש, אלא נגמר באמצע שבוע.","אני מעלה את הכמות הקבועה במשלוח. אותה עגלה, בלי שינוי אחר בהזמנה — רק שלא ייגמר לכם ברביעי.",,מאצ'ה — עומק,,
2026-11-30,שני,תום,וואטסאפ — תום,וואטסאפ 3 — סגירה,קפה וכו׳ בע״מ (קפה עם),T3,מחית פרי — קו חדש,E3 E4 E5,תה בלבד,מרכז,ראשון/שני/חמישי,מחית מנגו 1ל׳ ₪60,GT-ODK-MAN-1,תפריט הקטגוריה · כרטיס מתכון,3230,396,13391,10266,2360,,,,"אני מוסיף ליטר מנגו למשלוח הקרוב. ₪60, ואם זה עובד נוסיף תות.","אם לא מחית — מאצ'ה. שקית אחת, 277 מנות, ₪22.49 לכוס.",,,
2026-11-30,שני,תום,וואטסאפ — תום,וואטסאפ 3 — סגירה,"אורי בייקרי השקעות בע""מ (סיטי בולונזרי)",T3,מחית פרי — קו חדש,E3 E4 E5,ספיישלטי,מרכז,ראשון/שני/חמישי,מחית מנגו 1ל׳ ₪60,GT-ODK-MAN-1,תפריט הקטגוריה · כרטיס מתכון,2979,359,12629,3809,2940,,,,"אני מוסיף ליטר מנגו למשלוח הקרוב. ₪60, ואם זה עובד נוסיף תות.","אם לא מחית — מאצ'ה. שקית אחת, 277 מנות, ₪22.49 לכוס.",,,
2026-11-30,שני,תום,וואטסאפ — תום,וואטסאפ 3 — סגירה,"עגלת קפה על המזח (טים טראק בע""מ)",T3,מחית פרי — קו חדש,E3 E4 E5,ספיישלטי,מרכז,ראשון/שני/חמישי,מחית מנגו 1ל׳ ₪60,GT-ODK-MAN-1,תפריט הקטגוריה · כרטיס מתכון,2470,282,6815,3575,1650,,,,"אני מוסיף ליטר מנגו למשלוח הקרוב. ₪60, ואם זה עובד נוסיף תות.","אם לא מחית — מאצ'ה. שקית אחת, 277 מנות, ₪22.49 לכוס.",,,
2026-11-30,שני,תום,וואטסאפ — תום,וואטסאפ 3 — סגירה,קלאוד ניין,T3,מחית פרי — קו חדש,E3 E4 E5,ספיישלטי,מרכז,ראשון/שני/חמישי,מחית מנגו 1ל׳ ₪60,GT-ODK-MAN-1,תפריט הקטגוריה · כרטיס מתכון,2342,263,8910,5070,1550,,,,"אני מוסיף ליטר מנגו למשלוח הקרוב. ₪60, ואם זה עובד נוסיף תות.","אם לא מחית — מאצ'ה. שקית אחת, 277 מנות, ₪22.49 לכוס.",,,
2026-11-30,שני,תום,וואטסאפ — תום,וואטסאפ 3 — סגירה,נורדאו 2 (נורדאו 2 בית מאפה בע״מ),T3,מחית פרי — קו חדש,E3 E4 E5,ספיישלטי,מרכז,ראשון/שני/חמישי,מחית מנגו 1ל׳ ₪60,GT-ODK-MAN-1,תפריט הקטגוריה · כרטיס מתכון,2261,251,12258,5898,2120,,,,"אני מוסיף ליטר מנגו למשלוח הקרוב. ₪60, ואם זה עובד נוסיף תות.","אם לא מחית — מאצ'ה. שקית אחת, 277 מנות, ₪22.49 לכוס.",,,
2026-11-30,שני,תום,וואטסאפ — תום,וואטסאפ 3 — סגירה,"חוף הילטון (בייז חוף הילטון בע""מ)",T3,אובה — הרחבה על מאצ'ה,E4 E5,ספיישלטי,מרכז,ראשון/שני/חמישי,אובה 500g ₪175,UBE-POWDER-0.5-KG,מאצ'ה — המקרה העסקי (סעיף אובה) · דף ציוד,1578,206,6440,1288,3430,,,,"אני מוסיף חצי קילו אובה למשלוח הקרוב. אותו מקצף, אותו ספל, חמישה משקאות חדשים בתפריט.","אם לא אובה — מחית פרי. ₪60 לליטר, ופותחת שלושה אייס-מאצ'ה.",,,
2026-11-30,שני,תום,וואטסאפ — תום,וואטסאפ 3 — סגירה,גן סיפור פתח תקווה,T3,מחית פרי — קו חדש,E3 E4,ספיישלטי,מרכז,ראשון/שני/חמישי,מחית מנגו 1ל׳ ₪60,GT-ODK-MAN-1,תפריט הקטגוריה · כרטיס מתכון,1160,86,11918,7018,4900,,,,"אני מוסיף ליטר מנגו למשלוח הקרוב. ₪60, ואם זה עובד נוסיף תות.","אם לא מחית — מאצ'ה. שקית אחת, 277 מנות, ₪22.49 לכוס.",,,
2026-11-30,שני,תום,וואטסאפ — תום,וואטסאפ 3 — סגירה,"גן סיפור פארק משפחות בע""מ",T3,מחית פרי — קו חדש,E3 E4,מעורב,מרכז,ראשון/שני/חמישי,מחית מנגו 1ל׳ ₪60,GT-ODK-MAN-1,תפריט הקטגוריה · כרטיס מתכון,1160,86,11724,8294,3430,,,,"אני מוסיף ליטר מנגו למשלוח הקרוב. ₪60, ואם זה עובד נוסיף תות.","אם לא מחית — מאצ'ה. שקית אחת, 277 מנות, ₪22.49 לכוס.",,,
2026-11-30,שני,תום,וואטסאפ — תום,וואטסאפ 2 — תוכן אחר,סברס חנויות נוחות (אלירן ואטורי),T3,מחית פרי — קו חדש,E3 E4,ספיישלטי,דרום,רביעי,מחית מנגו 1ל׳ ₪60,GT-ODK-MAN-1,תפריט הקטגוריה · כרטיס מתכון,1160,86,11515,6630,4720,,,,,,,,
2026-11-30,שני,תום,וואטסאפ — תום,וואטסאפ 2 — תוכן אחר,"אמלולה בגינה (ריבלין בע""מ)",T3,תה — עומק ורוחב,E5,ספיישלטי,דרום,רביעי,מחית מנגו 1ל׳ ₪60,GT-ODK-MAN-1,תפריט הקטגוריה של המשפחה,837,125,8045,2655,4720,,,,,,,,
2026-12-01,שלישי,אבי,פגישה — אלכס + אבי,סגירת שנה — הזמנה חוזרת + פותח 2027,נונומימי,T1,מחית פרי — קו חדש,E3 E5 S,מעורב,מרכז,ראשון/שני/חמישי,מחית מנגו 1ל׳ ₪60,GT-ODK-MAN-1,תפריט הקטגוריה · כרטיס מתכון,49294,14652,505061,309896,35100,27705,,,,,,,
2026-12-01,שלישי,אבי,פגישה — אלכס + אבי,סגירת שנה — הזמנה חוזרת + פותח 2027,בבקה,T1,אובה — הרחבה על מאצ'ה,E4 E5 S,ספיישלטי,מרכז,ראשון/שני/חמישי,אובה 500g ₪175,UBE-POWDER-0.5-KG,מאצ'ה — המקרה העסקי (סעיף אובה) · דף ציוד,23193,5253,187881,96522,65270,22920,,,,,,,
2026-12-01,שלישי,אבי,פגישה — אלכס + אבי,סגירת שנה — הזמנה חוזרת + פותח 2027,R2M,T1,מאצ'ה — קו חדש,E1 E3 E4,תה בלבד,מרכז,ראשון/שני/חמישי,מאצ'ה שיזואוקה 500g ₪590,GT-SHI-CER-500,מאצ'ה — המקרה העסקי · דף ציוד לאבקות,63251,19656,120726,120726,0,,,,,,,,
2026-12-01,שלישי,אבי,פגישה — אלכס + אבי,סגירת שנה — הזמנה חוזרת + פותח 2027,קפה גן סיפור,T1,מחית פרי — קו חדש,E3 E4 E5,מעורב,מרכז,ראשון/שני/חמישי,מחית מנגו 1ל׳ ₪60,GT-ODK-MAN-1,תפריט הקטגוריה · כרטיס מתכון,9202,2429,102922,70992,33810,,,,,,,,
2026-12-01,שלישי,תום,וואטסאפ — תום,וואטסאפ 3 — סגירה,בילגי בע״מ (קפה לורן),T3,מחית פרי — קו חדש,E3,ספיישלטי,מרכז,ראשון/שני/חמישי,מחית מנגו 1ל׳ ₪60,GT-ODK-MAN-1,תפריט הקטגוריה · כרטיס מתכון,820,66,7024,1694,2120,,,,"אני מוסיף ליטר מנגו למשלוח הקרוב. ₪60, ואם זה עובד נוסיף תות.","אם לא מחית — מאצ'ה. שקית אחת, 277 מנות, ₪22.49 לכוס.",,,
2026-12-01,שלישי,תום,וואטסאפ — תום,וואטסאפ 3 — סגירה,קפה אנסטסיה בע״מ,T3,תה — עומק ורוחב,E5,ספיישלטי,מרכז,ראשון/שני/חמישי,DETOX 1ל׳ ₪65 ⚠0,GT-LUI-LOW-1L,תפריט הקטגוריה של המשפחה,7787,1168,24370,0,9120,,,,"אני קופץ אליכם לרבע שעה ומראה לבריסטה את חליטת תות לואיזה על DETOX 1000ml — ₪4.80 עלות רכיבים לכוס, ₪31 בתפריט, 82% רווח. אם זה עובד, אני מוסיף את זה למשלוח הקרוב.","אם לא — נמסטיאה (צ'אי מסאלה): NAMASTEA 1000ml, ₪2,332 לשנה על אותו בסיס השוואה. יש לזה משקה בקטלוג.",,,
2026-12-01,שלישי,תום,וואטסאפ — תום,וואטסאפ 2 — תוכן אחר,בנחל עגלת קפה (קפה בנחל),T3,תה — עומק ורוחב,E5,ספיישלטי,דרום,רביעי,UBE-POWDER-1-KG,UBE-POWDER-1-KG,תפריט הקטגוריה של המשפחה,709,106,22451,9131,8360,,,,,,,,
2026-12-01,שלישי,תום,וואטסאפ — תום,וואטסאפ 2 — תוכן אחר,ג׳וליה בייקרי,T3,תה — עומק ורוחב,E5,ספיישלטי,דרום,רביעי,GT-HIB-FRE-1L,GT-HIB-FRE-1L,תפריט הקטגוריה של המשפחה,560,84,9287,3989,4088,,,,,,,,
2026-12-01,שלישי,תום,וואטסאפ — תום,סגירת שנה — הזמנה חוזרת,קפה אנסטסיה בע״מ,T3,תה — עומק ורוחב,E5,ספיישלטי,מרכז,ראשון/שני/חמישי,DETOX 1ל׳ ₪65 ⚠0,GT-LUI-LOW-1L,תפריט הקטגוריה של המשפחה,7787,1168,24370,0,9120,,,,,,,,
2026-12-01,שלישי,תום,וואטסאפ — תום,סגירת שנה — הזמנה חוזרת,ליאוני,T3,תה — עומק ורוחב,E5,מעורב,מרכז,ראשון/שני/חמישי,סנגריה ורודה 1ל׳ ₪45,GTCC-PIN-SAN-1L,תפריט הקטגוריה של המשפחה,937,141,24278,0,,,,,,,,,
2026-12-01,שלישי,תום,וואטסאפ — תום,סגירת שנה — הזמנה חוזרת,בנחל עגלת קפה (קפה בנחל),T3,תה — עומק ורוחב,E5,ספיישלטי,דרום,רביעי,UBE-POWDER-1-KG,UBE-POWDER-1-KG,תפריט הקטגוריה של המשפחה,709,106,22451,9131,8360,,,,,,,,
2026-12-01,שלישי,תום,וואטסאפ — תום,סגירת שנה — הזמנה חוזרת,"אוטוטו (קפה בגרונימן 8 בע""מ)",T3,מאצ'ה — קו חדש,E1 E3 E4,תה בלבד,מרכז,ראשון/שני/חמישי,מאצ'ה שיזואוקה 500g ₪590,GT-SHI-CER-500,מאצ'ה — המקרה העסקי · דף ציוד לאבקות,13308,1483,21250,20460,0,,,,,,,,
2026-12-01,שלישי,תום,וואטסאפ — תום,סגירת שנה — הזמנה חוזרת,"בית העם קונדיטוריה ויין בע""מ",T3,מאצ'ה — קו חדש,E1 E3 E4,תה בלבד,דרום,רביעי,מאצ'ה שיזואוקה 500g ₪590,GT-SHI-CER-500,מאצ'ה — המקרה העסקי · דף ציוד לאבקות,13668,1537,17335,17335,0,,,,,,,,
2026-12-01,שלישי,תום,וואטסאפ — תום,סגירת שנה — הזמנה חוזרת,דלגונה עבד גלגולי (דלגונה),T3,מאצ'ה — עומק,E2 E4 E5,ספיישלטי,מרכז,ראשון/שני/חמישי,מאצ'ה שיזואוקה 500g ₪590,GT-SHI-CER-500,מאצ'ה — המקרה העסקי,8896,1304,16320,0,2120,,,,,,,,
2026-12-02,רביעי,אבי,פגישה — אלכס + אבי,סגירת שנה — הזמנה חוזרת + פותח 2027,ויוינו,T1,מאצ'ה — קו חדש,E1 E3 E4,תה בלבד,מרכז,ראשון/שני/חמישי,מאצ'ה שיזואוקה 500g ₪590,GT-SHI-CER-500,מאצ'ה — המקרה העסקי · דף ציוד לאבקות,71507,22545,86056,86984,0,,,,,,,,
2026-12-02,רביעי,אבי,פגישה — אלכס + אבי,סגירת שנה — הזמנה חוזרת + פותח 2027,נורד,T1,מאצ'ה — קו חדש,E1 E3 E4,תה בלבד,מרכז,ראשון/שני/חמישי,מאצ'ה שיזואוקה 500g ₪590,GT-SHI-CER-500,מאצ'ה — המקרה העסקי · דף ציוד לאבקות,51776,15640,64736,64736,0,,,,,,,,
2026-12-02,רביעי,אבי,פגישה — אלכס + אבי,סגירת שנה — הזמנה חוזרת + פותח 2027,וויקס,T1,מאצ'ה — קו חדש,E1 E3 E4,תה בלבד,מרכז,ראשון/שני/חמישי,מאצ'ה שיזואוקה 500g ₪590,GT-SHI-CER-500,מאצ'ה — המקרה העסקי · דף ציוד לאבקות,51964,15705,64254,64254,0,,,,,,,,
2026-12-02,רביעי,אבי,פגישה — אלכס + אבי,סגירת שנה — הזמנה חוזרת + פותח 2027,דניאל שור (קפה פיורי),T1,מאצ'ה — עומק,E2 E5,ספיישלטי,מרכז,ראשון/שני/חמישי,מאצ'ה שיזואוקה 500g ₪590,GT-SHI-CER-500,מאצ'ה — המקרה העסקי,13520,5090,53967,12984,26650,,,,,,,,
2026-12-02,רביעי,אלכס,משימת מערכת,משימת מערכת,13:00 עם תום — 10 דקות על היעדים,—,—,,,,,,,,,,,,,,,,,,,,
2026-12-03,חמישי,אבי,פגישה — אלכס + אבי,מעקב 1 — אבי,דניאל שור (קפה פיורי),T1,מאצ'ה — עומק,E2 E5,ספיישלטי,מרכז,ראשון/שני/חמישי,מאצ'ה שיזואוקה 500g ₪590,GT-SHI-CER-500,מאצ'ה — המקרה העסקי,13520,5090,53967,12984,26650,,,,"אני מעלה את הכמות הקבועה במשלוח. אותה עגלה, בלי שינוי אחר בהזמנה — רק שלא ייגמר לכם ברביעי.",,,,
2026-12-03,חמישי,אבי,פגישה — אלכס + אבי,סגירת שנה — הזמנה חוזרת + פותח 2027,בר קפה 58,T1,מאצ'ה — קו חדש,E1 E4 E5,תה בלבד,מרכז,ראשון/שני/חמישי,מאצ'ה שיזואוקה 500g ₪590,GT-SHI-CER-500,מאצ'ה — המקרה העסקי · דף ציוד לאבקות,56514,15551,51973,24842,0,20186,,,,,,,
2026-12-03,חמישי,אבי,פגישה — אלכס + אבי,סגירת שנה — הזמנה חוזרת + פותח 2027,בני ככר,T1,מאצ'ה — קו חדש,E1 E3 E4,תה בלבד,מרכז,ראשון/שני/חמישי,מאצ'ה שיזואוקה 500g ₪590,GT-SHI-CER-500,מאצ'ה — המקרה העסקי · דף ציוד לאבקות,46770,13888,50142,50142,0,,,,,,,,
2026-12-03,חמישי,אבי,שיחה — אבי,סגירת שנה — הזמנה חוזרת + פותח 2027,פתאל,T2,תה — עומק ורוחב,E5,תה בלבד,מרכז,ראשון/שני/חמישי,NAMASTEA 1ל׳ ₪65,GT-MAS-CHA-1L,תפריט הקטגוריה של המשפחה,10403,2601,47304,0,,,,,,,,,
2026-12-03,חמישי,תום,וואטסאפ — תום,סגירת שנה — הזמנה חוזרת,נאבי,T3,מאצ'ה — עומק,E2 E5,מעורב,מרכז,ראשון/שני/חמישי,מאצ'ה שיזואוקה 500g ₪590,GT-SHI-CER-500,מאצ'ה — המקרה העסקי,3866,580,15528,8172,2720,,,,,,,,
2026-12-03,חמישי,תום,וואטסאפ — תום,סגירת שנה — הזמנה חוזרת,קפה וכו׳ בע״מ (קפה עם),T3,מחית פרי — קו חדש,E3 E4 E5,תה בלבד,מרכז,ראשון/שני/חמישי,מחית מנגו 1ל׳ ₪60,GT-ODK-MAN-1,תפריט הקטגוריה · כרטיס מתכון,3230,396,13391,10266,2360,,,,,,,,
2026-12-03,חמישי,תום,וואטסאפ — תום,סגירת שנה — הזמנה חוזרת,סברה קפה בע״מ,T3,מאצ'ה — קו חדש,E1 E5,מעורב,מרכז,ראשון/שני/חמישי,מאצ'ה שיזואוקה 500g ₪590,GT-SHI-CER-500,מאצ'ה — המקרה העסקי · דף ציוד לאבקות,3114,390,13267,9522,0,,,,,,,,
2026-12-03,חמישי,תום,וואטסאפ — תום,סגירת שנה — הזמנה חוזרת,"רשת פט אנד פאף בע""מ",T3,מאצ'ה — קו חדש,E1 E3 E4,תה בלבד,מרכז,ראשון/שני/חמישי,מאצ'ה שיזואוקה 500g ₪590,GT-SHI-CER-500,מאצ'ה — המקרה העסקי · דף ציוד לאבקות,4560,518,13176,13176,0,,,,,,,,
2026-12-03,חמישי,תום,וואטסאפ — תום,סגירת שנה — הזמנה חוזרת,"קפה זוריק בע""מ (כיכר מילאנו)",T3,מאצ'ה — קו חדש,E1 E3 E4,תה בלבד,מרכז,ראשון/שני/חמישי,מאצ'ה שיזואוקה 500g ₪590,GT-SHI-CER-500,מאצ'ה — המקרה העסקי · דף ציוד לאבקות,5448,652,13176,13176,0,,,,,,,,
2026-12-03,חמישי,תום,וואטסאפ — תום,סגירת שנה — הזמנה חוזרת,אלוף (בני ציון הבימה בע״מ),T3,מאצ'ה — קו חדש,E1 E3 E4,תה בלבד,מרכז,ראשון/שני/חמישי,מאצ'ה שיזואוקה 500g ₪590,GT-SHI-CER-500,מאצ'ה — המקרה העסקי · דף ציוד לאבקות,4561,519,13115,13115,0,,,,,,,,
2026-12-03,חמישי,תום,וואטסאפ — תום,סגירת שנה — הזמנה חוזרת,"אורי בייקרי השקעות בע""מ (סיטי בולונזרי)",T3,מחית פרי — קו חדש,E3 E4 E5,ספיישלטי,מרכז,ראשון/שני/חמישי,מחית מנגו 1ל׳ ₪60,GT-ODK-MAN-1,תפריט הקטגוריה · כרטיס מתכון,2979,359,12629,3809,2940,,,,,,,,
2026-12-03,חמישי,תום,וואטסאפ — תום,סגירת שנה — הזמנה חוזרת,נורדאו 2 (נורדאו 2 בית מאפה בע״מ),T3,מחית פרי — קו חדש,E3 E4 E5,ספיישלטי,מרכז,ראשון/שני/חמישי,מחית מנגו 1ל׳ ₪60,GT-ODK-MAN-1,תפריט הקטגוריה · כרטיס מתכון,2261,251,12258,5898,2120,,,,,,,,
2026-12-03,חמישי,תום,וואטסאפ — תום,סגירת שנה — הזמנה חוזרת,גן סיפור פתח תקווה,T3,מחית פרי — קו חדש,E3 E4,ספיישלטי,מרכז,ראשון/שני/חמישי,מחית מנגו 1ל׳ ₪60,GT-ODK-MAN-1,תפריט הקטגוריה · כרטיס מתכון,1160,86,11918,7018,4900,,,,,,,,
2026-12-03,חמישי,תום,וואטסאפ — תום,סגירת שנה — הזמנה חוזרת,"גן סיפור פארק משפחות בע""מ",T3,מחית פרי — קו חדש,E3 E4,מעורב,מרכז,ראשון/שני/חמישי,מחית מנגו 1ל׳ ₪60,GT-ODK-MAN-1,תפריט הקטגוריה · כרטיס מתכון,1160,86,11724,8294,3430,,,,,,,,
2026-12-06,ראשון,אבי,פגישה — אלכס + אבי,סגירת שנה — הזמנה חוזרת + פותח 2027,"קבוצת מור דן פוד בע""מ (שי קדוש)",T1,מאצ'ה — עומק,E2 E3 E5,ספיישלטי,דרום,רביעי,מאצ'ה שיזואוקה 500g ₪590,GT-SHI-CER-500,מאצ'ה — המקרה העסקי,23579,8266,82893,51600,20223,,,,,,,,
2026-12-06,ראשון,אבי,שיחה — אבי,סגירת שנה — הזמנה חוזרת + פותח 2027,"מולה בוטני בע""מ",T2,מאצ'ה — עומק,E2 E5,תה בלבד,דרום,רביעי,מאצ'ה שיזואוקה 500g ₪590,GT-SHI-CER-500,מאצ'ה — המקרה העסקי,6778,1694,46296,35802,1590,,,,,,,,
2026-12-06,ראשון,אבי,שיחה — אבי,סגירת שנה — הזמנה חוזרת + פותח 2027,"קפה נוק (ע.מ.ש בייקרי הרצל בע""מ)",T2,מחית פרי — קו חדש,E3 E5,ספיישלטי,דרום,רביעי,מחית מנגו 1ל׳ ₪60,GT-ODK-MAN-1,תפריט הקטגוריה · כרטיס מתכון,5478,1070,40713,15476,24780,,,,,,,,
2026-12-06,ראשון,אבי,שיחה — אבי,סגירת שנה — הזמנה חוזרת + פותח 2027,ביער בייקרי,T2,מאצ'ה — עומק,E2 E5,ספיישלטי,מרכז,ראשון/שני/חמישי,מאצ'ה שיזואוקה 500g ₪590,GT-SHI-CER-500,מאצ'ה — המקרה העסקי,7494,1874,38770,14698,4770,,,,,,,,
2026-12-06,ראשון,תום,וואטסאפ — תום,וואטסאפ 3 — סגירה,"ברדא פוראבר בע""מ",T3,מחית פרי — קו חדש,E3 E4 E5,ספיישלטי,צפון,שלישי,מחית מנגו 1ל׳ ₪60,GT-ODK-MAN-1,תפריט הקטגוריה · כרטיס מתכון,8694,1064,18123,1430,16520,,,,"אני מוסיף ליטר מנגו למשלוח הקרוב. ₪60, ואם זה עובד נוסיף תות.","אם לא מחית — מאצ'ה. שקית אחת, 277 מנות, ₪22.49 לכוס.",,,
2026-12-06,ראשון,תום,וואטסאפ — תום,וואטסאפ 3 — סגירה,"קפה ללה (שירי ביסטרו בע""מ)",T3,אובה — הרחבה על מאצ'ה,E4 E5 S,ספיישלטי,צפון,שלישי,אובה 500g ₪175,UBE-POWDER-0.5-KG,מאצ'ה — המקרה העסקי (סעיף אובה) · דף ציוד,4063,484,8714,3184,2908,2380,,,"אני מוסיף חצי קילו אובה למשלוח הקרוב. אותו מקצף, אותו ספל, חמישה משקאות חדשים בתפריט. ואגב — מוזה ירדה אצלנו מהקו. הייתם על ₪2,380 בשנה. יש סנגריה ורודה ויש תרכיז שעובד כבסיס קוקטייל, כשתרצו.","אם לא אובה — מחית פרי. ₪60 לליטר, ופותחת שלושה אייס-מאצ'ה.",,,
2026-12-06,ראשון,תום,וואטסאפ — תום,וואטסאפ 3 — סגירה,"לופן בייקרי בע""מ",T3,מחית פרי — קו חדש,E3 E4 E5,ספיישלטי,צפון,שלישי,מחית מנגו 1ל׳ ₪60,GT-ODK-MAN-1,תפריט הקטגוריה · כרטיס מתכון,3163,386,14408,6260,10620,,,,"אני מוסיף ליטר מנגו למשלוח הקרוב. ₪60, ואם זה עובד נוסיף תות.","אם לא מחית — מאצ'ה. שקית אחת, 277 מנות, ₪22.49 לכוס.",,,
2026-12-06,ראשון,תום,וואטסאפ — תום,וואטסאפ 3 — סגירה,דורה,T3,מחית פרי — קו חדש,E3 E4 S,מעורב,צפון,שלישי,מחית מנגו 1ל׳ ₪60,GT-ODK-MAN-1,תפריט הקטגוריה · כרטיס מתכון,2301,200,11351,6678,1770,1432,,,"אני מוסיף ליטר מנגו למשלוח הקרוב. ₪60, ואם זה עובד נוסיף תות. ואגב — מוזה ירדה אצלנו מהקו. הייתם על ₪1,432 בשנה. יש סנגריה ורודה ויש תרכיז שעובד כבסיס קוקטייל, כשתרצו.","אם לא מחית — מאצ'ה. שקית אחת, 277 מנות, ₪22.49 לכוס.",,,
2026-12-06,ראשון,תום,וואטסאפ — תום,וואטסאפ 3 — סגירה,הלחם והחמאה,T3,מחית פרי — קו חדש,E3 E4 E5,ספיישלטי,דרום,רביעי,מחית מנגו 1ל׳ ₪60,GT-ODK-MAN-1,תפריט הקטגוריה · כרטיס מתכון,1858,191,8034,4014,3540,,,,"אני מוסיף ליטר מנגו למשלוח הקרוב. ₪60, ואם זה עובד נוסיף תות.","אם לא מחית — מאצ'ה. שקית אחת, 277 מנות, ₪22.49 לכוס.",,,
2026-12-06,ראשון,תום,וואטסאפ — תום,וואטסאפ 2 — תוכן אחר,בריסטה (וגדי טריף),T3,תה — עומק ורוחב,E5,ספיישלטי,צפון,שלישי,מחית תות ₪60,GT-ODK-STR-1,תפריט הקטגוריה של המשפחה,2832,425,9835,0,9105,,,,,,,,
2026-12-06,ראשון,תום,וואטסאפ — תום,וואטסאפ 2 — תוכן אחר,מיקא עגלות קפה (שון בר שלמה),T3,תה — עומק ורוחב,E5,ספיישלטי,צפון,שלישי,מאצ'ה שיזואוקה 500g ₪590,GT-SHI-CER-500,תפריט הקטגוריה של המשפחה,1322,198,2970,0,0,,,,,,,,
2026-12-06,ראשון,תום,משימת מערכת,משימת מערכת,לוח התוצאות השבועי,—,—,,,,,,,,,,,,,,,,,,q4_scoreboard.py,,
2026-12-06,ראשון,תום,וואטסאפ — תום,סגירת שנה — הזמנה חוזרת,"זיגו קפה מאפיה מטבח מקומי בע""מ (זיגו)",T3,מאצ'ה — עומק,E2 E3 E4,תה בלבד,צפון,שלישי,מאצ'ה שיזואוקה 500g ₪590,GT-SHI-CER-500,מאצ'ה — המקרה העסקי,7984,957,18563,14635,3540,,,,,,,,
2026-12-06,ראשון,תום,וואטסאפ — תום,סגירת שנה — הזמנה חוזרת,"ברדא פוראבר בע""מ",T3,מחית פרי — קו חדש,E3 E4 E5,ספיישלטי,צפון,שלישי,מחית מנגו 1ל׳ ₪60,GT-ODK-MAN-1,תפריט הקטגוריה · כרטיס מתכון,8694,1064,18123,1430,16520,,,,,,,,
2026-12-06,ראשון,תום,וואטסאפ — תום,סגירת שנה — הזמנה חוזרת,"אסייתית באשדוד בע""מ Sazanca",T3,מאצ'ה — עומק,E2 E3 E4,תה בלבד,דרום,רביעי,מאצ'ה שיזואוקה 500g ₪590,GT-SHI-CER-500,מאצ'ה — המקרה העסקי,20838,2885,15258,12078,1060,,,,,,,,
2026-12-07,שני,אבי,פגישה — אלכס + אבי,סגירת שנה — הזמנה חוזרת + פותח 2027,ביסקוטי,T1,מחית פרי — קו חדש,E3 E4 E5,ספיישלטי,מרכז,ראשון/שני/חמישי,מחית מנגו 1ל׳ ₪60,GT-ODK-MAN-1,תפריט הקטגוריה · כרטיס מתכון,8272,2545,32550,23180,9220,,,,,,,,
2026-12-07,שני,אבי,שיחה — אבי,סגירת שנה — הזמנה חוזרת + פותח 2027,"קפה אניצ'ה בע""מ",T2,אובה — הרחבה על מאצ'ה,E4 E5,ספיישלטי,מרכז,ראשון/שני/חמישי,אובה 500g ₪175,UBE-POWDER-0.5-KG,מאצ'ה — המקרה העסקי (סעיף אובה) · דף ציוד,10069,2473,31265,0,13905,,,,,,,,
2026-12-07,שני,אבי,שיחה — אבי,סגירת שנה — הזמנה חוזרת + פותח 2027,האופט,T2,מאצ'ה — קו חדש,E1 E4 E5,תה בלבד,צפון,שלישי,מאצ'ה שיזואוקה 500g ₪590,GT-SHI-CER-500,מאצ'ה — המקרה העסקי · דף ציוד לאבקות,10898,2298,30479,24459,0,,,,,,,,
2026-12-07,שני,אבי,פגישה — אלכס + אבי,סגירת שנה — הזמנה חוזרת + פותח 2027,גאפן גאפן,T1,מאצ'ה — קו חדש,E1 E3 E4,בר,דרום,רביעי,מאצ'ה שיזואוקה 500g ₪590,GT-SHI-CER-500,מאצ'ה — המקרה העסקי · דף ציוד לאבקות,50871,11955,30419,15210,0,43739,,,,,,,
